iter	Logloss
0	0.5379822193
1	0.4494444368
2	0.3144876556
3	0.2604205506
4	0.2172214204
5	0.1603965436
6	0.127214309
7	0.1055719475
8	0.09313584222
9	0.07973713222
10	0.06501755889
11	0.05684339435
12	0.05221207389
13	0.04576308396
14	0.04175034782
15	0.03721570847
16	0.03402796105
17	0.03173208038
18	0.03035110023
19	0.02776297522
20	0.0252627072
21	0.02332392759
22	0.02098483509
23	0.01943483586
24	0.01843459827
25	0.01711350406
26	0.01579797403
27	0.01480042777
28	0.01400361172
29	0.01333104504
30	0.01244459003
31	0.01180148305
32	0.01125611352
33	0.01083811
34	0.0102890933
35	0.009899191976
36	0.009492777031
37	0.009013688015
38	0.008736057448
39	0.008356332891
40	0.008118736799
41	0.007792040481
42	0.007476370252
43	0.007221162624
44	0.00703804333
45	0.006831104964
46	0.006594342292
47	0.006411931959
48	0.006271184807
49	0.006059393961
50	0.005901782163
51	0.005760648898
52	0.00564718847
53	0.005507538802
54	0.005398677919
55	0.005246642945
56	0.005046722126
57	0.004941252317
58	0.004856765688
59	0.004767422677
60	0.004677703203
61	0.004602451496
62	0.00449233279
63	0.004416292284
64	0.004339466779
65	0.004225271192
66	0.004117422866
67	0.004053698395
68	0.003984063992
69	0.00392452393
70	0.00385804264
71	0.003799917578
72	0.003742978434
73	0.003684238908
74	0.003625120165
75	0.003570172069
76	0.003516267664
77	0.003468502843
78	0.003422685329
79	0.003378371331
80	0.003324274953
81	0.003282112302
82	0.003240974162
83	0.003200732147
84	0.003161715769
85	0.003123662081
86	0.003063492919
87	0.003027935528
88	0.002992152766
89	0.002936621333
90	0.002883183296
91	0.002830757607
92	0.002780758334
93	0.002732378704
94	0.002685899276
95	0.002641699156
96	0.002598167734
97	0.00255607323
98	0.002515884847
99	0.002475751949
100	0.00243780941
101	0.002400904509
102	0.002365270919
103	0.002330179214
104	0.002296503416
105	0.002263464218
106	0.002231036369
107	0.002199886463
108	0.002169494798
109	0.002140395464
110	0.002111808184
111	0.002084135122
112	0.002057000661
113	0.002030802357
114	0.002003878656
115	0.001989965074
116	0.001964462941
117	0.001950947034
118	0.001937433435
119	0.001924664557
120	0.001901318118
121	0.001888329496
122	0.001875783289
123	0.001853027385
124	0.001841087926
125	0.001828852162
126	0.001816967029
127	0.001796284699
128	0.001784614372
129	0.00177339527
130	0.001761786005
131	0.001742172416
132	0.001731464872
133	0.001720701938
134	0.001702199136
135	0.001691634694
136	0.001681259319
137	0.001671060233
138	0.001653817294
139	0.001643657821
140	0.001634425375
141	0.001624646139
142	0.001608322282
143	0.001598897719
144	0.001589871285
145	0.001573270143
146	0.001564912847
147	0.001549311789
148	0.001533937901
149	0.00151872877
150	0.001505012841
151	0.001490313275
152	0.001476297825
153	0.001462167065
154	0.001449025308
155	0.00143560159
156	0.001422487239
157	0.001409381447
158	0.001396158891
159	0.001384647314
160	0.001372560626
161	0.001359454344
162	0.001347682555
163	0.001336587489
164	0.001325189722
165	0.001314060273
166	0.00130280253
167	0.001292285397
168	0.001281686609
169	0.001271152479
170	0.001264243728
171	0.001254567575
172	0.001247399768
173	0.00123761913
174	0.001232134182
175	0.001222490787
176	0.001216384478
177	0.001207127095
178	0.001200624541
179	0.001191948866
180	0.001185170977
181	0.001185170977
182	0.001185170977
183	0.001185170977
184	0.001185170977
185	0.001185170977
186	0.001185170977
187	0.001185170977
188	0.001185170977
189	0.001185170977
190	0.001185170977
191	0.001185170977
192	0.001185170977
193	0.001185170977
194	0.001185170977
195	0.001185170977
196	0.001185170977
197	0.001185170977
198	0.001185170977
199	0.001185170977
200	0.001185170977
201	0.001185170977
202	0.001185170977
203	0.001185170977
204	0.001185170977
205	0.001185170977
206	0.001185170977
207	0.001185170977
208	0.001185170977
209	0.001185170977
210	0.001185170977
211	0.001185170977
212	0.001185170977
213	0.001185170977
214	0.001185170977
215	0.001185170977
216	0.001185170977
217	0.001185170977
218	0.001185170977
219	0.001185170977
220	0.001185170977
221	0.001185170977
222	0.001185170977
223	0.001185170977
224	0.001185170977
225	0.001185170977
226	0.001185170977
227	0.001185170977
228	0.001185170977
229	0.001185170977
230	0.001185170977
231	0.001185170977
232	0.001185170977
233	0.001185170977
234	0.001185170977
235	0.001185170977
236	0.001185170977
237	0.001185170977
238	0.001185170977
239	0.001185170977
240	0.001185170977
241	0.001185170977
242	0.001185170977
243	0.001185170977
244	0.001185170977
245	0.001185170977
246	0.001185170977
247	0.001185170977
248	0.001185170977
249	0.001185170977
250	0.001185170977
251	0.001185170977
252	0.001185170977
253	0.001185170977
254	0.001185170977
255	0.001185170977
